incident_id,service,severity,status,root_cause,opened_at,resolved_at,mttr_minutes,sla_minutes,sla_breached,assigned_to,notes
INC-0481,database-cluster,P3,Open,Disk space exhaustion,2025-11-11 06:16:12,,,1440,No,ANL-001,Incident on database-cluster. Root cause: Disk space exhaustion.
INC-0482,api-gateway,P3,Open,Upstream dependency failure,2026-02-20 06:19:14,,,1440,No,ANL-003,Incident on api-gateway. Root cause: Upstream dependency failure.
INC-0483,auth-service,P3,Resolved,Database connection exhaustion,2026-01-01 15:59:29,2026-01-02 04:09:29,730,1440,No,ANL-003,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0484,payments-api,P3,Resolved,Database connection exhaustion,2025-06-22 15:06:20,2025-06-23 03:20:20,734,1440,No,ANL-002,Incident on payments-api. Root cause: Database connection exhaustion.
INC-0485,api-gateway,P3,Resolved,Misconfiguration after deploy,2026-03-31 19:49:44,2026-04-01 13:07:44,1038,1440,No,ANL-004,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0486,email-relay,P4,Resolved,Third-party API timeout,2026-04-28 01:50:31,2026-04-30 15:08:31,3678,4320,No,ANL-004,Incident on email-relay. Root cause: Third-party API timeout.
INC-0487,reporting-engine,P4,Open,CPU spike from batch job,2025-08-20 17:45:15,,,4320,No,ANL-001,Incident on reporting-engine. Root cause: CPU spike from batch job.
INC-0488,api-gateway,P4,Open,Disk space exhaustion,2026-03-19 06:27:07,,,4320,No,ANL-002,Incident on api-gateway. Root cause: Disk space exhaustion.
INC-0489,inventory-service,P3,Resolved,DDoS attack pattern,2026-05-06 03:18:12,2026-05-06 12:03:12,525,1440,No,ANL-003,Incident on inventory-service. Root cause: DDoS attack pattern.
INC-0490,auth-service,P3,Resolved,Certificate expiry,2026-03-24 14:37:03,2026-03-26 00:07:03,2010,1440,Yes,ANL-004,Incident on auth-service. Root cause: Certificate expiry.
INC-0491,email-relay,P4,Open,Disk space exhaustion,2026-05-08 01:03:49,,,4320,No,ANL-004,Incident on email-relay. Root cause: Disk space exhaustion.
INC-0492,auth-service,P3,Resolved,CPU spike from batch job,2025-06-04 21:21:03,2025-06-05 03:30:03,369,1440,No,ANL-001,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0493,notification-service,P4,Resolved,Memory leak,2025-01-04 04:52:25,2025-01-06 11:07:25,3255,4320,No,ANL-002,Incident on notification-service. Root cause: Memory leak.
INC-0494,payments-api,P3,In Progress,Disk space exhaustion,2026-01-26 22:52:19,,,1440,No,ANL-003,Incident on payments-api. Root cause: Disk space exhaustion.
INC-0495,payments-api,P2,In Progress,Network packet loss,2026-02-09 02:52:44,,,240,No,ANL-005,Incident on payments-api. Root cause: Network packet loss.
INC-0496,api-gateway,P3,Resolved,Network packet loss,2025-10-07 00:55:18,2025-10-07 11:29:18,634,1440,No,ANL-002,Incident on api-gateway. Root cause: Network packet loss.
INC-0497,auth-service,P4,Resolved,Upstream dependency failure,2025-06-24 05:39:11,2025-06-26 03:11:11,2732,4320,No,ANL-002,Incident on auth-service. Root cause: Upstream dependency failure.
INC-0498,payments-api,P3,Resolved,DDoS attack pattern,2026-05-21 06:57:05,2026-05-21 18:43:05,706,1440,No,ANL-004,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0499,email-relay,P4,Resolved,Memory leak,2025-03-25 23:22:50,2025-03-29 06:10:50,4728,4320,Yes,ANL-001,Incident on email-relay. Root cause: Memory leak.
INC-0500,payments-api,P3,Open,CPU spike from batch job,2025-07-16 07:22:59,,,1440,No,ANL-002,Incident on payments-api. Root cause: CPU spike from batch job.
